message,label
Decided on that tattoo design yet?,ham
"Your son's birthday's coming up, right? Need help with preparations?",ham
Make your home smart! Huge discounts on smart devices.,spam
Your prescription is ready for pick-up.,ham
VIP lounge access at the hottest club. Grab your spot.,spam
Watch this! Secret video reveals how to get rich.,spam
Grow your network. Exclusive industry mixer invites inside.,spam
Unleash your potential. Millionaire mastery class awaits.,spam
Excited for the trip next week. Got everything?,ham
Instant loan approval. Get cash now!,spam
Sky looks amazing tonight. Star gazing?,ham
Experience heaven on earth. Exotic travel packages.,spam
One-day sale! Luxury watches at a steal.,spam
Supercharge your libido. Natural solutions available.,spam
How's the diet plan? Seeing any results?,ham
Breaking barriers! Learn any language in 7 days.,spam
That was a tough meeting. Thanks for having my back.,ham
Unlock your psychic powers. Free reading inside.,spam
That yoga class worked wonders! Joining?,ham
"Grabbing tacos, you want some?",ham
Ultimate health solution. Revolutionary detox inside.,spam
Turn back time! The secret to youth revealed.,spam
Clear your debts! Apply for our easy loan scheme.,spam
That cafe you mentioned? Tried it. Loved it.,ham
Be a travel blogger. Exclusive training inside.,spam
Financial freedom awaits. Get our investment primer.,spam
Guess who's back together? You'll never guess!,ham
Heard about the new exhibition? Worth a visit?,ham
You won't believe the secret to perfect skin.,spam
Your snaps from the trip look amazing!,ham
Dream bigger. Exclusive mentorship program inside.,spam
Hey! Long time. How's everything going on your end?,ham
Hey! You free for a quick hike tomorrow?,ham
Attn: Your loyalty points expire soon. Shop now!,spam
Slide into the DMs of hot singles nearby. Tap & flirt.,spam
"Omg, I'm craving those tacos. You in?",ham
Save big! Home appliances at never-seen-before prices.,spam
Mega book sale! Bestsellers at a fraction.,spam
You still collecting those vintage comics?,ham
Make millions from home! Learn how.,spam
Heard about the new park? Morning jog there?,ham
That dessert place you mentioned? Need directions.,ham
Did you attend Jake's party? How was it?,ham
Stumbled upon our school yearbook. What a throwback!,ham
Your mom called. She said it's urgent.,ham
Wassup? You in for some hoops this evening?,ham
The festival's next week. Got your costumes ready?,ham
That food fest was delish. Round 2?,ham
Dreams of a luxury cruise? Sail with us at a discount.,spam
You seemed off today. Everything cool?,ham
Step up your game! Elite mentorship program inside.,spam
Your parcel's arrived. Should I keep it?,ham
Lost my charger. Mind if I borrow yours?,ham
I've lost my dog. Can you help spread the word?,ham
"Hey, I left my jacket in your car. Can I get it tomorrow?",ham
How's your little one? Growing up fast!,ham
Attention! You're today's lucky winner. Click to claim.,spam
Ignite passion. Exclusive dating app memberships.,spam
Feel the energy surge. Energy drinks at 50% off.,spam
Year-end car clearance. Huge rebates and zero downpayment.,spam
How's the renovation coming along? Need help?,ham
Secure your legacy. Best estate planning advice inside.,spam
Are you single? Find your soulmate today.,spam
Luxury yachts at unbelievable discounts.,spam
"Lost my keys, can you call me?",ham
Your recent paintings are amazing. Setting up a gallery?,ham
Learn the secret language of millionaires.,spam
"Heard of this? Turn $10 into $10,000 overnight. It's lit!",spam
"Dude, that new game? Addicting af!",ham
Your brother's in town? Let's all meet up.,ham
Revel in luxury. Designer apparel flash sale.,spam
Caught up in work. Let's talk later.,ham
That new café downtown? 10/10 recommend.,ham
Fix your love life! Exclusive dating hacks.,spam
Fancy a game night? Got a new board game.,ham
"Hey, hope you're feeling better. Take care.",ham
You're the chosen one! Special gifts await.,spam
Plan your dream wedding. Exclusive planner offers.,spam
Let's drop by the beach. Need that sun and sea!,ham
Lost my keys again. Spare set?,ham
Got a promotion! Let's celebrate this weekend.,ham
Ready to rise? Public speaking course now open.,spam
Access blocked sites! Free VPN trial inside.,spam
Skyrocket your sales! Exclusive business training.,spam
How's the new gig? Drinks on you!,ham
You good? Saw your tweet.,ham
Lonely? Find love now with this dating app.,spam
🚗 Dreamt of luxury cars? Own one at 50% off.,spam
Can we collaborate on the project? Think it'll be beneficial.,ham
I found the earrings you lost at my place.,ham
That new joint downtown? It's a vibe. Let's go.,ham
You've inherited a fortune. Claim your inheritance now.,spam
Win a luxury spa weekend for two.,spam
"Bro, that game last night! Insane, right?",ham
That café? Totally overrated.,ham
Baking brownies. Want some?,ham
Plan your escape. Mystery travel deals await.,spam
"Friday night, movie at my place?",ham
How's the new neighborhood? Settling in well?,ham
Stay young forever! Age-reversal technique unveiled.,spam
Watch free movies now! Click here.,spam
How's the online course? Worth the investment?,ham
Elevate your style quotient. Celebrity stylist sessions open.,spam
"Lol, did you see that viral video?",ham
Let's organize a community clean-up. Good idea?,ham
Guess who's back in town! Let's meet.,ham
Woke up broke? Not anymore. Multiply your cash in 24hrs.,spam
Enhance your beauty. Rare serum inside.,spam
Limited seats! Exclusive business masterclass.,spam
Breaking! Weight loss miracle pill unveiled.,spam
I miss you. Let's meet up soon.,ham
Win big! Just answer this survey.,spam
Mega sale! Latest smartphones at jaw-dropping prices.,spam
Last chance! Claim your free holiday package.,spam
Don't miss out! Last day to claim your discount.,spam
Taking a mental health day off. Catch up later?,ham
Your golden ticket to the film industry! Join our workshop.,spam
Exciting! Live chat with movie stars. Click now.,spam
Secure your family's future. Exclusive insurance deals inside.,spam
Gift alert! Designer watches at a fraction of the price.,spam
Say goodbye to baldness. Hair miracle treatment available.,spam
I'm feeling low. Can you come over?,ham
Just binge-watched that series. Mind blown!,ham
Attention! Protect yourself from data breaches.,spam
Instant results! Weight loss secrets revealed.,spam
"Yo, that concert was dope! Let's go again.",ham
Learn to master the stock market. Premium course available.,spam
Top celebrities swear by this skincare routine.,spam
The astronomy event's next month. Let's go!,ham
Trying a new recipe. Care to join for dinner?,ham
Boost your child's IQ. Proven technique inside.,spam
Plumber will be there by 4pm.,ham
Get 100% returns. Exclusive investment opportunities.,spam
Turn $10 into $1000! Proven methods revealed.,spam
Hot stock alert! 1000% profit potential.,spam
Saw that movie you recommended. Loved it!,ham
Unlock your potential! Free webinar tonight.,spam
Get glowing skin. Laser treatment discounts inside.,spam
Jazz up your home. Interior design tips for free.,spam
The diet you're on? Seen any results?,ham
Exclusive member perks await! Sign up now.,spam
Boost your sales. Business mastery course inside.,spam
Embrace the future. AI tech seminar tickets available.,spam
That puzzle you lent? Completed it. Challenging!,ham
The gym class was super intense. Join next time?,ham
Jump the queue! Get the latest tech before anyone else.,spam
Breakthrough formula! Look 10 years younger in weeks.,spam
"Turn $10 into $10,000! Learn this trick.",spam
Trouble sleeping? Natural solution inside.,spam
Worried about hair loss? Miracle solution inside.,spam
Yo! How's it hanging? Let's catch up soon.,ham
VIP entry to the biggest event of the year. Claim spot.,spam
Cooking dinner tonight. Joining us?,ham
Need your advice on something. Call?,ham
Double your internet speed. Special offer inside.,spam
Energy bills too high? Reduce with this simple trick.,spam
Experience thrill. Theme park season passes on sale.,spam
Crush your goals! Free life-coaching session inside.,spam
Let's have a karaoke night. I've been practicing!,ham
Heard the local theater is showing classics. Joining?,ham
Say goodbye to wrinkles! Revolutionary cream inside.,spam
Secure your family's future. Exclusive insurance deals now.,spam
The movie starts at 8. See you then!,ham
Let's do a charity garage sale. Thoughts?,ham
Get ahead of others! Buy the future tech today.,spam
Flash sale! 80% off on all luxury watches.,spam
Mastermind event alert! Rub shoulders with the elites.,spam
Unlock your potential! Webinar starting soon.,spam
"Sis, those shoes you wore yesterday? Need!",ham
Embrace fitness. Personal trainer sessions at slashed prices.,spam
"Bro, gym tomorrow? Need to shed those calories.",ham
How's the art class? Thinking of joining.,ham
Been thinking about our chat. Thanks for listening.,ham
Get a complete fashion makeover. Top designers at your service.,spam
Last minute Broadway tickets! Almost sold out.,spam
Want to be on TV? Auditions in your city now.,spam
Want a mansion? Exclusive property deals now.,spam
Those muffins you made were delicious!,ham
"Fam, that BBQ was lit. Same time next week?",ham
Get your diploma fast! No exams required.,spam
Say goodbye to baldness. Hair regrowth miracle inside.,spam
Experience luxury dining. Exclusive restaurant passes inside.,spam
Exclusive access! Celebrity fitness regime unveiled.,spam
Exclusive celebrity skincare line. Limited stock!,spam
Missed our yoga class. Update?,ham
Exclusive deal! 70% off our premium products. Limited time.,spam
Let's have a picnic. I know the perfect spot.,ham
Get certified! Free courses from top universities.,spam
Remember the song we used to jam to? What was it called?,ham
You down for some grub later?,ham
Amplify your love life. Performance boosters inside.,spam
Earn while you sleep! Passive income secrets.,spam
Heard about the news? Hope you're okay.,ham
Scale the heights. Mountain trekking packages available.,spam
Change your fate! Free tarot reading inside.,spam
Enhance your memory. Brain pills sale!,spam
Your nephew's play was adorable. He's a natural!,ham
How did your cooking class go? Impress with any dishes?,ham
How was the pottery class? Find it therapeutic?,ham
How's your fam? We should do a get-together.,ham
Unlock endless energy. Revolutionary supplement.,spam
New recipe. Want to be my guinea pig?,ham
Exclusive invite to our premium wealth-building webinar.,spam
Your stars have aligned! Free horoscope reading inside.,spam
Spice up your love life. Potent pills inside.,spam
Remember our college hangout? Let's revisit!,ham
Mega deal! Luxury perfumes at throwaway prices.,spam
Make bank from home. No cap. Check this out.,spam
Expand your network. Join the elite circle.,spam
Shine bright. Skincare product trials available.,spam
Remember Mrs. Miller? Met her at the bakery.,ham
Make money while you sleep! Proven methods inside.,spam
That dress from your snap? Where'd you get it?,ham
Say goodbye to stress! Miracle relaxation technique.,spam
Been ages since we had a picnic. Planning one?,ham
The meeting's shifted to 4 pm. See you there.,ham
Reminder: Dentist appointment tomorrow at 3pm.,ham
How was the parent-teacher meeting? Hope all's good.,ham
Top diet pills of 2023! Shed 20 lbs in a month.,spam
Unlock special bonuses by signing up for our VIP club.,spam
The weather's perfect for a hike. You in?,ham
Massive earnings from home. No experience needed!,spam
Stay ahead. Get the latest market insights.,spam
Bad credit? No problem! Get approved now.,spam
Claim your luxury watch. Limited stock.,spam
Visited that vegan café. Surprisingly good!,ham
Lost my wallet. Let me know if you spot it.,ham
Ever dreamt of being royalty? Exclusive offers inside.,spam
Flash sale! 24 hours only. Don't miss out.,spam
Holiday bonanza! All-inclusive packages at 70% off.,spam
Early bird offer. Book your dream holiday villa at 60% off.,spam
Those cupcakes you made? Send the recipe!,ham
So stoked for the weekend! Got any plans?,ham
You left your umbrella in my car.,ham
Thinking of trying a pottery class this weekend. Joining?,ham
Feel like shopping? Sale downtown!,ham
The planetarium has a new show. Interested?,ham
How was the concert last night?,ham
Can't make it tonight. Something urgent came up.,ham
I found that old board game. Nostalgia night?,ham
Hurry! Your exclusive shopping voucher expires in 3 hours.,spam
Winter clearance! Exclusive fur collection inside.,spam
Risk-free investment! Triple returns in a month.,spam
Ran into your brother at the store. Small world!,ham
Looking for love? Meet your match today.,spam
The housing market boom! Invest now.,spam
The flea market's this weekend. Want to go?,ham
Top secret! Lose 10lbs with this drink.,spam
I'm on a health kick. Let's try that new vegan place!,ham
Pizza tonight? My treat!,ham
Fancy trying that escape room this weekend?,ham
Capture moments. Discounts on photography courses.,spam
Shine bright! Exclusive diamond collection on sale.,spam
Your luck's about to change. Click to find out.,spam
Unlock the power of your mind. Get our premium meditation guide.,spam
Turn $100 into $5000! Trading secrets unveiled.,spam
Your recent sketches? Mind-blown!,ham
Found a way to multiply money. Are you interested?,spam
Get your dream car! Massive discount inside.,spam
That art class? So fun! Let's do more.,ham
Your grandma's recipe was a hit. Thanks!,ham
Saw an adorable pup. Thought of getting one. Opinions?,ham
Enhance your career. Top-tier MBA scholarships inside.,spam
Dreaming of a bigger bust? No surgery needed!,spam
Conquer the digital world. SEO course inside.,spam
Attention! Check your credit score for free.,spam
Free on Sunday? Family brunch planned.,ham
I found the comic book you were searching for.,ham
The annual carnival's in town. Let's go?,ham
Rare coins collection sale! Great investment opportunity.,spam
There's a sale at the mall. Wanna go?,ham
I've started a new workout. Joining me for some motivation?,ham
The new cafe? Coffee's on me next time.,ham
Let's plan a beach day before summer ends.,ham
24hr sale! Everything must go.,spam
I've got extra tickets for the play. Interested?,ham
How's the new course you enrolled in? Learning a lot?,ham
Let's catch up soon! Missing our coffee dates.,ham
Hey! Want some fun tonight? Chat with hot singles in your area.,spam
Did you see that rainbow? So rad!,ham
How's your dad? Heard he was unwell.,ham
Turn your home into a smart home. Massive discounts.,spam
Any updates on the project?,ham
Received your gift. It's perfect. Thank you!,ham
You were right about the diet. Feeling much better.,ham
Met your college professor. He's proud of you.,ham
Ignite the spark. Relationship counseling offers.,spam
Step up your fashion game. Flash sale tonight!,spam
"Yo, what's good? Long time no chat.",ham
Saw you at the café. Was that a date? 😉,ham
Taste luxury. Premium wine tasting event passes.,spam
Crave adventure? Safari bookings at a special rate.,spam
Tomorrow's movie night at my place. Coming?,ham
Finally tried that DIY kit you recommended. So much fun!,ham
Your last recipe was a hit. More please!,ham
Discover a new you. Makeover session on sale.,spam
Exclusive deal! Designer shoes at 80% off.,spam
You up for a road trip next month?,ham
Your latest vlog was so cool! Loved it.,ham
Grab your exclusive pass to the fitness expo of the year.,spam
How's your grandma doing? Hope she's better.,ham
That party was lit! Got any pics?,ham
Boost your immune system. Special herbal teas on sale.,spam
Your snap from the concert! So jealous!,ham
I heard that song you recommended. Pure fire!,ham
The workshop was very enlightening. Thanks for the tip.,ham
You're lucky! Selected for a $1000 shopping spree.,spam
The meeting's rescheduled for 3 PM. Okay?,ham
Last day! Sign up for the millionaire club.,spam
Heya! Fancy a drink tonight?,ham
Private sale! Luxury items at a 95% discount.,spam
The seminar was so insightful. Glad we attended.,ham
Boost your brainpower! Exclusive memory-enhancing drugs.,spam
Gardening tips? My roses need a savior!,ham
The secret to eternal youth. Limited stock!,spam
Attention! Your computer is at risk. Click to protect.,spam
Saw a great deal on yoga classes. Interested?,ham
Protect your family. Home security system sale.,spam
I've got major FOMO. Fill me in on last night.,ham
The new album you recommended? On repeat!,ham
Trying new recipes. You up for a taste test?,ham
Quick question: Got any book recommendations?,ham
You've been selected for a free trip to Hawaii! Claim tickets now.,spam
Let's take a short trip next weekend.,ham
VIP shopping fest! Access top brands at throwaway prices.,spam
Unlock premium content. Exclusive offer inside.,spam
Win an exclusive luxury car. Enter now!,spam
Get a fresh start! Wipe your debt slate clean.,spam
Need funding? Connect with top investors.,spam
Emergency! Your bank details are at risk. Secure now.,spam
I've got some baby clothes to give away. Know anyone in need?,ham
Have you met the new neighbors? Seem nice?,ham
"Play and win! $10,000 jackpot waiting.",spam
Your mom called. She left a message.,ham
That movie was incredible. Thanks for recommending.,ham
"Hey sis, you left your shades at my crib.",ham
How's the dance class going? Loving it?,ham
Dazzle everyone. Exclusive gemstone jewelry collection.,spam
The electricity's out. Can we crash at yours?,ham
Visiting the farmers' market tomorrow. Need anything?,ham
How's your new course? Learning cool stuff?,ham
Nominated for a cash reward. Claim now.,spam
The community garden project? How can I contribute?,ham
Read your article. Brilliantly written.,ham
You game for some karaoke? Gonna be LIT!,ham
Movie in the park this weekend. You coming?,ham
Unearth hidden talents. Psychic readings available.,spam
"Fam, get verified on IG! Click to get the blue tick.",spam
Your DIY tips are amazing. Starting a blog?,ham
"Loved the cupcakes you sent. Recipe, please?",ham
Limited slots! Celebrity fitness challenge.,spam
Want to be an author? Publish your book for free.,spam
Climb the success ladder! Join our leadership workshop.,spam
I've taken up a new hobby. Pottery's so relaxing.,ham
Did you manage to find a good mechanic for your car?,ham
The park's hosting a jazz night. You in?,ham
Your college friend's in town. Planning a meet-up?,ham
Get ahead! College degrees without classes.,spam
Remember the potluck on Saturday.,ham
Drop everything! You've scored a VIP pass to Coachella.,spam
Long week! Some retail therapy this weekend?,ham
All-in-one beauty kit. Special launch offer!,spam
Double your Wi-Fi speed. Upgrade offer inside.,spam
Your talk at the seminar was inspiring.,ham
Get a sleek body. Non-invasive fat removal discounts.,spam
Congrats! You've been selected for a $5000 cash prize.,spam
Binge-watched that show you recommended. Awesome!,ham
"Haha, just saw our old pics. Good times!",ham
Still up for that hiking trip?,ham
Dive into wonder. Exclusive scuba training discounts.,spam
Thinking of hosting a barbecue next month. Save the date!,ham
Sup? Wanna hit the gym together later?,ham
Feeling low. Fancy a chat?,ham
Dreaming of a holiday? Massive travel deals just for you.,spam
Your plants need watering. Shall I do it?,ham
Reduce belly fat with our patch. Order today.,spam
Be the talk of the town. Designer perfumes on sale.,spam
Your recommendation? Loved the pizza place!,ham
Your friend sent you money. Claim here.,spam
Celebrate and win! Spin the wheel for a surprise.,spam
Earn $500 daily from home. Learn how.,spam
New food truck in town. Wanna try?,ham
'Sup? Wanna grab some grub later?,ham
Yo! BBQ at mine this Saturday.,ham
Exclusive! The diet Hollywood doesn't want you to know.,spam
"Hey, left my hoodie at your place. Grab it later?",ham
Start earning from home. No experience needed.,spam
How was your trip to Spain? Share pics!,ham
Melt belly fat overnight! Proven solution inside.,spam
Grab the hottest sneakers before they're sold out.,spam
Just checking on you. How's the new job?,ham
Exclusive VIP tickets to the hottest events.,spam
Did you catch the match? Crazy finish!,ham
"Dude, that joke you cracked? Still laughing!",ham
Jaw-dropping jewelry collection. Reserve yours now!,spam
Reach the stars. Special discount on space trips.,spam
Bet you want ripped abs! Get our 7-day workout plan.,spam
Picked up groceries. Anything else needed?,ham
Skin issues? This magical ointment solves all.,spam
Joining the charity walk? It's for a good cause.,ham
Limited offer! Get our credit card with 0% interest rate.,spam
Let's do a virtual game night. Up for it?,ham
Big news! This business idea is changing lives.,spam
Miss our midnight chats. Call soon?,ham
Congrats! You've won the jackpot. Claim now.,spam
Romance awaits! Singles in your area. Join now.,spam
VIP access to the biggest music fest.,spam
I've got a flat. Can you come help?,ham
You should visit the farmer's market. Fresh produce!,ham
Remember our college song? Found it online!,ham
Revolutionize your life! Exclusive self-help webinar.,spam
Make money without lifting a finger! Join us.,spam
Unlock endless joy. Amusement park passes inside.,spam
"Need cash? Quick loans, zero paperwork, instant approval.",spam
Meeting at the café? Or do you prefer the park?,ham
Shocking! Discover what palm lines reveal about you.,spam
Remember that secret spot we found? Let's go again.,ham
'Sup? Ready to glow up? Grab our skin serum now!,spam
Achieve Hollywood smile! 80% off teeth whitening.,spam
That DIY video you shared was a lifesaver.,ham
"Dropped my phone. New number, who dis?",ham
Exclusive deal! Luxury villas at a giveaway price.,spam
"Build muscle, fast! Revolutionary gym equipment.",spam
Planning a garage sale. Interested in anything?,ham
Claim your $500 voucher. Just fill our quick survey.,spam
Discover the fountain of youth. Unlock the secret.,spam
Have you seen the latest fashion trends? So us!,ham
Yearn for the jet-set life? Discounted charter flights.,spam
Win big! Mega sale on lottery tickets.,spam
That game we played? Where can I buy it?,ham
Reminder: Mom's birthday is next week.,ham
How's your mom? Send my love.,ham
Any tips for the upcoming interview?,ham
Upskill today. Tech certification courses available.,spam
Write your bestseller. Publishing deals open.,spam
"Dream big, pay less. Exclusive home décor sale.",spam
Your pottery work is getting recognition. Congrats!,ham
Wanna hit the mall later? I'm itching to splurge.,ham
Turn your hobby into a six-figure income. Learn how!,spam
Saw a shooting star. Made a wish for us!,ham
Beach day soon? Feels like forever.,ham
Did you get my email? Need your input.,ham
Taste luxury. Premium chocolates at half the price.,spam
Let's do a cook-off this weekend!,ham
Immortalize moments. Discounts on portrait sessions.,spam
Get the charisma of leaders! Secrets unveiled.,spam
Get your dream body. Revolutionary surgery inside.,spam
That boutique sale ends today. Don't miss out!,ham
Share those vacation pics when you can.,ham
Is your PC slow? Boost speed with our software.,spam
Missed the bus. Can we reschedule?,ham
